url,rank,page_size_kb,total_byte_weight,load_time_s,response_time_s,num_requests,speed_index,dom_size,num_domains
https://spynews.ro/,100000,7880.17,8069297.0,11.899,1.395,83,11117.0,1120,24
https://www.notino.gr/,50000,2372.82,2429767.0,15.056,0.957,99,11155.0,2856,25
https://omairi.club/,50000,3064.58,3138128.0,12.619,1.282,89,6689.0,1228,15
https://e-timecard.ne.jp/,100000,8.39,8594.0,2.323,1.469,5,2700.0,34,1
https://au.jora.com/,50000,943.46,966103.0,11.365,0.62,70,4807.0,778,19
https://health.amazon.com/,100000,6062.27,6207768.0,6.8,1.1,80,6402.0,804,7
https://www.topfarmacia.it/,100000,3180.92,3257262.0,29.354,1.038,277,5003.0,5210,35
https://pocasi.idnes.cz/,100000,2704.25,2769148.0,26.598,1.803,292,9398.0,1390,43
https://www.harwichcranberryfestival.org/,100000,1860.71,1905367.0,10.661,1.064,65,4648.0,783,5
https://gurubesar.my/,50000,222.36,227695.0,3.532,0.675,15,2436.0,342,4
https://protestosp.com.br/,50000,4031.84,4128602.0,23.285,3.033,212,11073.0,2467,37
https://www.equitypandit.com/,50000,4490.53,4598302.0,24.788,1.864,125,18886.0,2701,19
https://www.porndish.com/,50000,539.77,552724.0,7.513,0.456,70,3326.0,1229,4
https://www.golf-il.co.il/,100000,7318.2,7493833.0,23.926,0.785,175,13266.0,3544,43
https://files.minecraftforge.net/,50000,2553.2,2614474.0,60.355,0.586,1413,11563.0,508,275
https://theonion.com/,50000,3979.16,4074657.0,89.951,0.715,1676,5962.0,2037,298
https://m.bursadabugun.com/,50000,3203.43,3280316.0,12.432,0.582,118,3890.0,1539,22
https://cuet.nta.nic.in/,100000,824.11,843888.0,8.161,2.58,59,5919.0,419,3
https://wns.win178wn.com/,50000,4758.91,4873126.0,17.867,1.037,110,5236.0,1539,15
https://www.toutatice.fr/,50000,857.3,877879.0,4.947,1.368,30,3952.0,415,3
https://apteka.uz/,50000,7811.25,7998719.0,17.698,1.516,159,13270.0,942,18
https://blog.adobe.com/,100000,1797.72,1840865.0,15.293,0.518,222,2124.0,355,49
https://livesta.ua/,50000,24149.33,24728911.0,30.238,1.957,181,23513.0,3937,15
https://www.assistirhentai.com/,100000,2334.26,2390282.0,6.13,0.843,58,3781.0,480,8
https://www.taiwanmobile.com/,50000,24860.3,25456944.0,35.826,2.183,241,55674.0,4115,29
https://eva.pucesm.edu.ec/,100000,4520.48,4628970.0,6.486,0.963,6,6900.0,100,1
https://pastebin.com/,50000,477.11,488565.0,4.012,0.692,36,2558.0,641,5
https://www.topmidianews.com.br/,100000,2751.14,2817165.0,10.528,0.472,59,1978.0,831,12
https://ms3.cipit88register.com/,50000,11687.45,11967947.0,67.037,1.2,154,10187.0,3104,19
https://maison.kose.co.jp/,100000,31790.79,32553766.0,88.034,1.52,774,73166.0,3225,104
https://www.weeronline.nl/,50000,3961.72,4056800.0,44.132,0.383,184,2612.0,957,25
https://www.chickpt.com.tw/,100000,3014.99,3087348.0,12.968,1.825,98,5270.0,870,23
https://www.screener.in/,1000,295.05,302131.0,5.192,1.184,29,3009.0,196,3
https://game.soulboxe.com/,50000,2381.98,2439145.0,19.929,0.556,139,7139.0,549,20
https://www.nn.de/,50000,3245.42,3323315.0,15.436,2.283,120,6833.0,2201,19
https://jp.tradingview.com/,50000,7429.98,7608304.0,33.571,1.11,430,4810.0,7731,16
https://dk666.tv/,50000,1132.65,1159833.0,9.258,1.541,32,4016.0,53,3
https://pechepromo.fr/,100000,6517.66,6674087.0,8.411,0.829,77,4165.0,1785,9
https://www.tehnomedia.rs/,10000,3207.25,3284224.0,19.362,1.677,121,8504.0,3666,19
https://xssokk.vip/,50000,1130.86,1158003.0,7.842,0.927,63,5166.0,487,6
https://www.ireland.ie/,100000,3593.43,3679670.0,13.274,1.249,79,7059.0,2106,17
https://www.salamair.com/,50000,10483.45,10735055.0,13.785,1.28,93,13322.0,1093,23
https://www.dot-st.com/,10000,8416.83,8618833.0,43.094,1.604,509,34574.0,4601,96
https://auth.lib.social/,100000,1227.73,1257197.0,11.466,1.7,42,3700.0,61,8
https://kool.com/,100000,2148.46,2200023.0,18.12,1.044,58,6752.0,288,22
https://deepgoretube.site/,100000,1698.86,1739635.0,13.698,0.907,119,7658.0,1493,19
https://peda.net/,100000,3842.3,3934520.0,8.413,1.648,33,5386.0,1021,5
https://www.videotron.com/,50000,4257.49,4359672.0,34.199,1.024,121,7120.0,1918,28
https://www.bmw.it/,50000,2005.39,2053518.0,15.19,1.258,80,3962.0,1418,7
https://de.gymshark.com/,100000,17096.03,17506335.0,27.307,1.22,169,18400.0,2481,38
https://www.novodistribuciones.com/,100000,5357.14,5485712.0,7.189,1.127,125,5202.0,2384,8
https://www.deutschlandfunk.de/,10000,5000.79,5120813.0,10.586,0.865,97,3821.0,2887,4
https://tenbizt.com/,100000,6244.83,6394703.0,24.577,0.535,390,5139.0,799,113
https://toto80beh.site/,100000,17885.54,18314792.0,8.869,1.149,96,4075.0,925,9
https://www.vienna.at/,100000,3825.21,3917016.0,19.066,2.225,123,8795.0,4066,42
https://partner.imonetizeit.com/,50000,1051.4,1076634.0,13.755,0.66,46,4841.0,93,15
https://masbeneficios.cajalosandes.cl/,100000,6260.97,6411233.0,13.359,2.015,125,13637.0,845,18
https://www.scoresinlive.com/,50000,2336.38,2392454.0,18.988,0.795,134,4925.0,204,36
https://sportebrasil.com/,50000,3462.1,3545188.0,4.955,0.948,121,3355.0,1246,7
https://www.karenmillen.com/,50000,2818.14,2885774.0,16.436,1.153,157,10222.0,2016,37
https://www.govbenefits.gov.sg/,50000,5468.42,5599666.0,9.244,0.526,59,3360.0,574,10
https://bianet.org/,100000,3749.09,3839069.0,27.802,0.653,385,19250.0,1477,80
https://cashier.hexmeta.xyz/,100000,148.87,152446.0,3.821,0.796,7,4270.0,15,2
https://mtm.dibaadm.com/,50000,8679.5,8887813.0,13.672,1.211,72,5354.0,137,6
https://www.iphones.ru/,50000,30491.54,31223339.0,31.472,2.566,355,15040.0,3843,34
http://www.holy-war.de/,100000,1087.92,1114035.0,12.052,2.454,106,5086.0,234,23
https://www.woolovers.com/,100000,3714.54,3803684.0,13.404,1.037,88,7625.0,2989,25
https://aheval.karyakar.in/,100000,397.28,406812.0,5.634,1.692,37,4555.0,113,8
https://www.instructables.com/,50000,3159.03,3234843.0,12.479,0.524,130,8108.0,985,16
https://wallpaperaccess.com/,100000,4228.81,4330305.0,99.335,0.619,1921,4453.0,699,298
https://www.americastestkitchen.com/,50000,3223.33,3300685.0,20.32,1.106,143,5696.0,4187,47
https://u.ae/,100000,26066.95,26692559.0,42.812,7.833,130,29011.0,2988,18
https://femina.hu/,10000,9688.38,9920904.0,26.913,1.003,402,6018.0,1603,51
https://www.canlitv.me/,50000,1301.94,1333190.0,4.346,0.983,93,2737.0,397,15
https://hotgames.io/,50000,911.93,933815.0,3.988,0.808,67,3189.0,2641,4
https://www.cardkingdom.com/,10000,2613.81,2676544.0,11.026,0.644,124,5059.0,2070,13
https://cs.wikipedia.org/,5000,614.66,629412.0,3.386,0.67,49,2050.0,1775,4
https://customer.payflex.co.za/,100000,2789.34,2856285.0,15.373,2.09,75,7263.0,119,28
https://www.gezip.net/,100000,3176.17,3252401.0,25.422,2.245,184,9382.0,1411,44
https://czestochowa.naszemiasto.pl/,100000,1802.74,1846010.0,15.587,0.836,89,2684.0,2341,27
https://1xlite-65453.pro/,100000,871.43,892347.0,12.523,1.529,59,11300.0,83,7
https://juno.vn/,100000,6759.62,6921847.0,30.767,2.038,233,11107.0,1988,40
https://trip.ferizy.com/,100000,2008.69,2056897.0,6.015,2.481,48,0.0,668,3
https://fr.restaurantguru.com/,50000,2849.79,2918185.0,11.646,0.747,93,4766.0,785,15
https://www.puntopropiedad.com/,100000,1896.67,1942186.0,11.495,1.198,72,4373.0,1026,19
https://pcsdetran.rs.gov.br/,50000,1011.81,1036093.0,8.631,2.372,34,8102.0,574,6
https://www.liveshopping.com.bd/,100000,5983.05,6126642.0,13.062,2.443,103,8646.0,1257,11
https://skybox.vividseats.com/,100000,8783.37,8994173.0,16.337,0.875,51,14446.0,171,12
https://www.az-jenata.bg/,50000,4382.79,4487976.0,104.482,2.308,1814,15952.0,1018,295
https://fiitpt.com/,100000,6103.19,6249665.0,6.288,0.597,143,3097.0,1121,7
https://ozonee.pl/,50000,6719.45,6880720.0,14.537,1.574,158,12078.0,1276,25
https://fr.anysex.com/,50000,1262.67,1292978.0,8.003,1.377,62,4300.0,1122,17
https://www.ilcentro.it/,50000,3976.4,4071830.0,12.736,0.657,146,5304.0,1103,29
https://voetbal24.be/,50000,3011.31,3083585.0,64.825,0.494,2024,2271.0,691,338
https://www.oneqrph.net/,50000,39.66,40611.0,2.827,1.394,4,2948.0,11,3
https://sexbule.xxx/,10000,363.16,371876.0,4.449,1.41,16,4320.0,2084,5
https://payhip.com/,10000,4208.6,4309606.0,4.92,0.604,61,3199.0,628,14
https://asl.sat.co.id/,50000,151.42,155053.0,5.952,2.157,9,5776.0,18,4
https://webventas.sofse.gob.ar/,100000,2179.85,2232168.0,7.895,1.841,72,5765.0,732,7
https://boobacartoon.com/,50000,414.37,424315.0,3.215,1.198,11,2615.0,60,6
https://www.skyscanner.pl/,50000,493.0,504830.0,8.512,1.61,18,5359.0,34,8
https://digipos.telkomsel.com/,100000,13935.37,14269816.0,30.581,1.654,16,28582.0,176,2
https://ev.atlanticanatural.com.br/,100000,1277.17,1307821.0,5.175,1.641,31,5429.0,120,5
https://osrra.com/,5000,207.83,212817.0,5.772,0.621,22,2119.0,69,5
https://pdfsimpli.com/,50000,2647.75,2711291.0,10.486,0.742,53,3800.0,12099,19
https://spoilerplus.tv/,50000,1838.76,1882891.0,5.154,1.002,43,3881.0,1004,8
https://bkan.vbest.jp/,100000,5044.75,5165828.0,27.999,1.823,316,5796.0,1306,53
https://myaccount.spireenergy.com/,100000,9945.94,10184639.0,35.295,1.43,140,27728.0,431,28
https://www.valuecityfurniture.com/,100000,6700.1,6860901.0,56.045,0.55,378,26802.0,597,102
https://www.toastmasters.org/,100000,5709.9,5846942.0,20.359,1.007,117,5950.0,504,17
https://publimotos.com/,50000,2717.24,2782451.0,5.211,0.751,103,3115.0,1110,10
https://www.cimer.gov.tr/,50000,5937.86,6080364.0,16.361,2.395,40,10119.0,433,8
https://www.tastetravel.com.hk/,100000,60308.13,61755522.0,64.121,1.945,61,18218.0,1203,2
https://portal.rccg.org/,50000,101.17,103593.0,2.977,1.472,10,3100.0,51,4
https://clubes.adventistas.org/,100000,943.6,966246.0,6.367,0.832,34,4606.0,1034,10
https://m.wiki.pokemoncentral.it/,50000,3636.77,3724051.0,30.334,0.592,506,3166.0,1446,157
https://id.hamsterix.today/,5000,2339.24,2395383.0,17.604,1.22,178,5799.0,2447,12
https://www.ganni.com/,100000,2990.94,3062720.0,22.803,1.571,112,13555.0,4340,32
https://dnd.su/,50000,1420.22,1454305.0,12.47,1.734,45,5155.0,668,10
https://te31.com/,50000,1303.34,1334624.0,17.293,1.796,52,6877.0,,18
https://hrconnect.bankofbaroda.co.in/,50000,1235.57,1265224.0,16.794,2.379,25,10666.0,,1
https://xskt.com.vn/,5000,2734.13,2799744.0,27.368,1.695,513,2929.0,1807,156
https://www.marksandspencer.in/,50000,3652.97,3740639.0,104.482,1.51,217,39803.0,5006,49
https://www.webtickets.co.za/,50000,6039.46,6184412.0,17.298,3.853,94,7151.0,1951,22
https://payroll.payworks.ca/,50000,5931.95,6074313.0,16.379,1.183,61,5632.0,183,12
https://www.bcbstx.com/,100000,2631.22,2694368.0,18.137,1.189,82,7883.0,3591,22
https://www.keluoda.com/,100000,2320.82,2376517.0,11.089,1.472,176,3180.0,3954,15
https://www.romspedia.com/,10000,981.28,1004835.0,6.044,1.411,36,3749.0,1798,5
https://esp32.nontonx.com/,50000,1290.46,1321426.0,12.676,0.453,97,6711.0,149,20
https://hentaird.tv/,100000,1360.12,1392758.0,4.952,0.708,82,3473.0,1554,11
https://expresso.pt/,10000,3482.17,3565745.0,16.77,0.96,86,4117.0,3409,15
https://www.htb.co.jp/,100000,10107.27,10349840.0,51.614,1.782,251,13400.0,1509,30
https://www.rosbalt.ru/,100000,2998.05,3070006.0,25.526,1.565,192,8761.0,453,35
https://www.directvchilepagos.cl/,100000,189.18,193723.0,2.938,1.25,6,2575.0,11,1
https://m.maxibet.bet/,100000,8682.65,8891029.0,47.438,0.972,271,12477.0,5805,21
https://camzstarz.vc/,100000,422.14,432268.0,8.576,2.173,28,5889.0,336,11
https://legalkino.net/,100000,52.86,54124.0,3.002,1.543,9,3515.0,28,1
https://ko.xhamster.com/,5000,2205.1,2258027.0,15.842,0.858,181,5201.0,2399,13
https://elw3yalarabi.org/,100000,1010.42,1034675.0,40.357,0.789,66,4144.0,1649,20
https://krnl.vip/,100000,189.44,193983.0,4.859,1.461,45,4221.0,636,1
https://13tv.co.il/,50000,8842.03,9054234.0,124.044,1.237,2388,8976.0,2670,373
https://www.bureau-vallee.fr/,50000,2108.23,2158829.0,10.727,0.411,125,5587.0,3555,9
https://www.firstcitizenstt.net/,50000,378.17,387244.0,8.097,1.992,39,6695.0,186,7
https://www.gqjapan.jp/,50000,6886.23,7051498.0,77.192,0.64,339,7165.0,2623,77
https://www.aiimsexams.ac.in/,50000,7459.06,7638080.0,11.174,1.394,51,7769.0,353,2
https://detran.es.gov.br/,50000,3394.16,3475617.0,32.648,1.38,137,9509.0,1690,15
https://bukkenfan.jp/,100000,3018.74,3091187.0,30.468,0.443,259,6658.0,1598,72
https://www.visitdubai.com/,50000,3595.08,3681357.0,33.711,0.711,186,10016.0,1730,36
https://www.epa.gov/,50000,1988.76,2036491.0,6.538,0.624,101,3834.0,732,10
https://nsfsi.pitb.gov.pk/,100000,685.77,702228.0,4.677,1.616,29,4696.0,236,4
https://www.hero-wars.com/,50000,3301.65,3380893.0,16.848,1.53,117,5068.0,274,28
https://www.elpermis.com/,100000,808.3,827699.0,5.356,1.175,21,4622.0,179,9
https://mikatoto.org/,100000,37931.74,38842105.0,39.131,1.048,103,9455.0,923,13
https://elearning.umsida.ac.id/,100000,13445.94,13768641.0,26.586,2.235,53,12330.0,512,5
https://www.jasmin.rs/,50000,11017.46,11281879.0,29.311,2.717,500,14973.0,4395,41
https://blitz.gg/,100000,1507.32,1543492.0,11.823,0.452,228,1851.0,537,10
https://fonts.adobe.com/,50000,4034.8,4131637.0,24.215,0.822,290,5491.0,546,51
https://iam.ub.ac.id/,100000,226.99,232438.0,5.908,1.945,16,5286.0,52,2
https://comicvine.gamespot.com/,50000,6516.94,6673347.0,81.997,0.512,1497,10022.0,1103,285
https://yawaktu.com/,100000,2367.96,2424787.0,8.503,1.25,79,6943.0,813,10
https://suap.ifsp.edu.br/,50000,1239.54,1269293.0,11.231,2.133,38,6898.0,219,4
https://www.sportovna.cz/,100000,3429.15,3511446.0,37.678,1.202,112,9808.0,4311,13
https://jav24hd.net/,10000,5157.79,5281572.0,7.646,1.461,37,4286.0,326,7
https://extra.ie/,100000,7555.97,7737310.0,16.02,2.557,211,13679.0,6820,30
https://www.searspartsdirect.com/,100000,12012.14,12300431.0,65.871,0.428,486,5163.0,1475,29
https://www.nbcchicago.com/,50000,6084.82,6230858.0,36.342,1.12,386,7383.0,3004,109
https://www.leovegas.com/,100000,1940.15,1986716.0,52.761,1.482,169,13430.0,1453,18
https://www.express-scripts.com/,50000,1888.18,1933494.0,18.402,0.814,101,11235.0,688,20
https://musicrooz.com/,50000,67.57,69191.0,2.965,1.042,10,2409.0,527,2
https://members.tohogas.co.jp/,50000,6869.19,7034051.0,37.813,1.496,363,9873.0,555,104
https://wbb.gov.lk/,100000,28923.01,29617159.0,46.492,1.783,174,27041.0,597,17
https://www.mondialrelay.com/,50000,1056.11,1081455.0,3.114,0.618,22,2758.0,112,4
https://www.rtvnoord.nl/,50000,3510.6,3594855.0,12.924,1.213,219,7001.0,2034,18
https://pdalife.com/,50000,4119.25,4218117.0,20.426,1.222,216,7500.0,1729,22
https://trabajo.gallito.com.uy/,50000,7242.31,7416126.0,13.493,2.792,99,6873.0,766,26
https://hobbii.co.uk/,100000,3376.2,3457233.0,19.957,0.583,220,6077.0,2894,20
https://currencystrengthmeter.org/,100000,1068.15,1093790.0,11.452,0.673,91,3754.0,544,15
https://gold.tanaka.co.jp/,50000,5226.76,5352207.0,18.906,1.888,177,6893.0,,38
https://betmexico.mx/,5000,1925.53,1971745.0,11.158,0.821,170,8408.0,589,14
https://fstoppers.com/,100000,5728.17,5865645.0,24.784,0.92,281,7547.0,1961,84
https://www.gea.de/,100000,7658.47,7842272.0,91.787,1.574,1882,6293.0,2132,307
https://supergana.com.ve/,50000,8617.16,8823972.0,10.465,0.975,57,11968.0,253,6
https://wisewaysdaily.com/,50000,1025.86,1050479.0,8.089,0.391,36,2118.0,130,14
https://copasaportalprd.azurewebsites.net/,50000,589.89,604052.0,6.482,1.524,21,4800.0,49,3
https://www.igcd.net/,100000,2549.52,2610713.0,14.352,0.794,139,2910.0,666,42
https://maxwiinmoment3.pro/,100000,22315.78,22851354.0,23.238,1.06,103,9464.0,2395,18
https://passport.soundcore.com/,100000,2880.94,2950079.0,17.281,0.589,144,6460.0,238,56
https://app.cerdig.com/,100000,1643.81,1683257.0,7.176,2.034,21,7276.0,88,3
https://sattaresult.net.in/,50000,489.38,501127.0,8.354,1.208,31,2700.0,464,12
https://www.espn.com.sg/,50000,4162.57,4262474.0,28.188,1.565,227,5783.0,3014,92
https://memes.co.in/,50000,3013.18,3085495.0,19.799,0.803,103,7146.0,820,17
https://www.principal.com/,100000,2129.29,2180395.0,19.199,0.541,214,6753.0,1031,41
https://obsidian.md/,100000,1437.0,1471484.0,3.108,0.498,17,1516.0,526,1
https://www.realizesolucoesfinanceiras.com.br/,100000,4186.38,4286848.0,10.103,1.939,68,9516.0,549,11
https://www.inquirer.net/,50000,568.31,581952.0,4.0,0.714,40,3075.0,1870,7
https://www.gelderlander.nl/,5000,5580.19,5714117.0,25.52,1.213,154,3300.0,3142,68
https://www.gyukaku.ne.jp/,100000,8454.32,8657222.0,16.197,1.307,162,8902.0,711,30
https://letshyphen.com/,50000,5286.97,5413856.0,45.176,0.85,318,22139.0,4510,43
https://lms.mercatorum.multiversity.click/,50000,3361.93,3442613.0,8.927,0.717,19,9265.0,75,8
https://ethenika.com/,100000,9719.3,9952561.0,39.227,1.891,289,12276.0,6783,41
https://www.quattroruote.it/,50000,3475.63,3559050.0,25.846,1.198,238,14487.0,4309,53
https://www.marie-claire.es/,100000,4454.89,4561806.0,88.111,9.01,1924,10786.0,2106,343
https://www.respublika.lt/,50000,8435.34,8637788.0,120.074,1.538,2055,55125.0,3331,308
https://forumcinemas.lt/,100000,3561.51,3646987.0,13.365,1.022,98,11308.0,1368,6
https://muscent.com/,100000,3820.09,3911770.0,10.889,1.669,63,10596.0,1260,15
https://app.contasimple.com/,50000,2065.97,2115554.0,11.854,1.058,81,9066.0,151,20
https://m.89bet2.com/,100000,6266.85,6417254.0,13.864,1.195,135,5675.0,452,4
https://www.zelo.com.br/,50000,16247.77,16637713.0,27.458,1.78,266,17497.0,4967,42
https://poolakiha.com/,100000,333.1,341094.0,4.133,1.197,9,4426.0,496,1
https://tsbonline.kerala.gov.in/,100000,2228.66,2282152.0,12.776,1.993,75,14467.0,365,2
https://edizioni.simone.it/,100000,3515.17,3599534.0,20.906,1.516,227,8222.0,2302,17
https://www.electrodepot.es/,100000,3877.55,3970612.0,33.791,1.319,191,10057.0,2457,42
https://transtxxx.com/,50000,1444.11,1478767.0,13.621,1.417,112,6176.0,710,26
https://www.samakalikamalayalam.com/,100000,5418.99,5549042.0,126.706,0.476,3519,5645.0,,344
https://alostoratv.com/,50000,2421.1,2479203.0,21.857,1.589,152,9315.0,844,36
https://www.redletterdays.co.uk/,100000,4689.34,4801880.0,19.842,1.106,137,10854.0,2740,23
https://chillpainai.com/,100000,16239.93,16629693.0,21.268,2.309,237,8817.0,2291,23
https://www.bankingnews.gr/,10000,9428.29,9654564.0,75.657,1.816,1477,12921.0,3317,284
https://dailycannon.com/,50000,2809.19,2876606.0,12.624,0.519,112,1919.0,935,40
https://cystore.com/,100000,6240.03,6389790.0,12.666,1.084,166,14172.0,2290,11
https://www.amaron.com/,100000,10327.63,10575495.0,24.651,1.345,266,8862.0,1135,22
https://utaten.com/,50000,5528.98,5661678.0,117.743,1.74,1993,41335.0,1859,367
https://lacemade.com/,100000,12026.69,12315326.0,65.221,0.944,515,39395.0,2185,75
https://www.paparazzi.com.ar/,50000,3754.82,3844934.0,70.12,1.043,1193,9753.0,711,267
https://www.puravidabracelets.com/,100000,6360.36,6513008.0,41.01,0.598,446,19269.0,4869,71
https://www.rozkoszny.pl/,100000,2034.4,2083227.0,9.04,2.618,75,8543.0,1051,9
https://www.z777.ltd/,100000,800.69,819902.0,11.422,1.486,61,9239.0,208,22
https://www.zdnet.fr/,100000,3361.76,3442438.0,24.058,0.608,132,3172.0,842,42
https://secure.clearbooks.co.uk/,100000,605.68,620216.0,5.094,1.288,59,3302.0,122,9
https://partner.skills.google/,100000,3957.31,4052281.0,16.074,1.406,61,8947.0,304,14
https://www.veed.io/,10000,14909.95,15267786.0,28.21,0.526,171,4806.0,3093,45
https://www.fnnews.com/,100000,4526.34,4634973.0,18.051,2.516,168,10202.0,1087,22
https://lotusarise.com/,100000,1251.36,1281391.0,7.837,1.827,82,5956.0,1824,6
https://www.trf1.jus.br/,50000,1281.73,1312493.0,4.566,0.764,100,4088.0,1835,10
https://www.sistemamatriculas.gov.co/,50000,56.35,57707.0,3.146,1.197,18,3102.0,,1
https://sillysanta.de/,100000,44500.61,45568623.0,61.349,2.887,406,49762.0,11713,58
https://geetamahotsav.com/,100000,20927.7,21429960.0,21.659,1.906,51,5020.0,914,10
https://www.4home.cz/,50000,3958.72,4053728.0,26.796,1.842,213,13188.0,15499,33
https://mlsu.ac.in/,100000,14062.77,14400274.0,15.875,1.401,123,7843.0,2581,12
https://m.medilabo-lab.com/,100000,14528.54,14877226.0,34.096,2.15,230,16161.0,2087,60
https://www.vrr.de/,100000,1966.16,2013347.0,17.316,2.44,86,5897.0,1102,13
https://epssura.com/,50000,3806.97,3898341.0,33.055,7.358,203,24404.0,994,32
https://store.moviewalker.jp/,100000,33659.47,34467301.0,42.492,1.092,170,25120.0,1899,18
https://www.domoticaperlacasa.it/,100000,127.92,130990.0,2.593,0.916,9,2702.0,424,2
https://lostarmour.info/,50000,2051.23,2100456.0,25.42,1.584,202,9124.0,558,63
https://www.tatabet.live/,100000,2397.8,2455348.0,9.042,1.046,60,5748.0,642,4
https://www.cinecalidad.ro/,100000,876.48,897517.0,3.224,0.538,28,2052.0,397,6
https://xxxvideohindi.com/,50000,858.28,878876.0,5.083,1.633,55,3746.0,1022,1
https://bnicorpu.bni.co.id/,100000,2252.25,2306300.0,14.856,3.459,40,8459.0,137,7
https://www.sunnybrinquedos.com.br/,100000,9258.67,9480882.0,31.056,1.595,230,26613.0,8975,26
https://www.kicks.no/,50000,4802.24,4917493.0,11.556,0.884,187,7928.0,6297,11
https://www.drfrost.org/,50000,768.12,786555.0,8.787,0.643,60,4184.0,449,5
https://natali.ru/,100000,4287.43,4390331.0,29.49,1.888,93,12311.0,5929,16
https://kikibom.com/,10000,3197.5,3274243.0,38.346,1.371,246,10830.0,838,36
https://www.adlibris.com/,50000,182.02,186391.0,4.577,1.253,16,3400.0,61,2
https://www.bathandbodyworks.com/,5000,436.82,447304.0,9.997,1.275,11,7220.0,19,8
https://www.librairieclub.be/,100000,5386.12,5515385.0,10.877,1.196,226,7045.0,5724,7
https://laby.net/,50000,2801.3,2868530.0,7.477,0.4,72,3213.0,494,15
https://bobsoccer.ru/,50000,3332.49,3412465.0,92.0,1.412,782,81287.0,1601,92
https://www.automobile-magazine.fr/,50000,1576.6,1614438.0,12.392,1.068,63,2749.0,1134,23
https://www.nguyenkim.com/,100000,1446.91,1481632.0,12.494,3.289,72,8056.0,3779,13
https://www.simply.com/,50000,3002.68,3074744.0,15.251,1.834,64,6884.0,779,20
https://qq88asiaovo.net/,100000,3132.0,3207173.0,12.364,1.007,104,9512.0,509,4
https://lewdzone.com/,50000,6176.05,6324274.0,16.686,0.575,82,4569.0,974,19
https://mychart.mountsinai.org/,50000,2115.95,2166735.0,12.302,1.491,52,5891.0,384,4
https://khuyenmaicm88.com/,100000,2564.71,2626260.0,7.502,1.058,53,4639.0,212,7
https://3p2.babojoy.com/,50000,1435.28,1469731.0,10.295,1.022,57,3282.0,480,14
https://cuonline.cuiwah.edu.pk:8095/,100000,4037.87,4134775.0,21.421,1.842,70,15867.0,5543,14
https://www.mlbshop.ca/,100000,5711.05,5848118.0,11.104,1.525,58,8772.0,1943,7
https://selfservice.gstsystem.in/,100000,2842.08,2910287.0,120.141,108.955,74,114444.0,2219,7
https://slovnik.seznam.cz/,100000,1307.62,1339006.0,11.697,3.954,56,7313.0,946,8
https://freudx.xyz/,50000,5051.4,5172637.0,6.894,1.004,100,4214.0,700,11
https://mail.yandex.com.tr/,100000,4355.87,4460408.0,17.016,1.528,85,10372.0,912,7
https://www.fubo.tv/,10000,3260.55,3338803.0,14.971,1.447,105,6527.0,1277,24
https://slopeonline.online/,50000,1641.56,1680956.0,8.702,0.375,120,2631.0,663,12
https://tv.nrk.no/,50000,11379.9,11653021.0,22.179,1.509,410,15190.0,4943,16
https://sakurafile.com/,50000,101.26,103690.0,2.434,0.866,11,2700.0,73,2
https://www.bmv.ohio.gov/,100000,728.79,746284.0,4.223,1.06,50,3216.0,294,7
https://patephone.com/,100000,1999.57,2047557.0,12.429,2.805,182,5125.0,806,10
https://www.abendzeitung-muenchen.de/,50000,9711.79,9944868.0,18.662,1.149,113,7510.0,4023,17
https://www.exist.ru/,50000,1955.36,2002284.0,14.37,1.924,103,8135.0,911,10
https://www.primigi.it/,100000,7321.79,7497517.0,20.633,1.838,252,16435.0,1251,52
https://btsc.bihar.gov.in/,50000,3214.3,3291439.0,22.119,1.686,137,12547.0,433,3
https://javsubindo.bar/,100000,557.61,570997.0,3.575,0.616,18,3242.0,387,3
https://m09-mg-local.idp.funktionstjanster.se/,50000,16.85,17252.0,3.459,2.092,12,3900.0,36,1
https://catalogos.impuls.com.mx/,100000,689.92,706473.0,12.313,0.512,54,4583.0,,17
https://lmr.com/,100000,3996.54,4092455.0,16.876,1.135,117,6502.0,6234,27
https://www.sapporo.co.il/,100000,5590.49,5724657.0,25.032,2.295,247,10628.0,7336,29
https://www.labrujulaverde.com/,50000,911.87,933755.0,2.792,0.525,15,2417.0,1061,6
https://www.darky.cz/,100000,5187.21,5311702.0,24.884,5.007,266,12931.0,4576,38
https://www.airedesantafe.com.ar/,50000,2885.1,2954342.0,27.711,0.692,367,10904.0,1467,66
https://map.yahoo.co.jp/,5000,4187.43,4287930.0,25.311,1.209,96,15635.0,367,9
https://www.prettylittlething.us/,50000,3627.71,3714773.0,18.832,0.871,119,10083.0,1206,19
https://alpler.x3.turkey.travian.com/,5000,1810.02,1853457.0,9.167,1.112,40,6953.0,181,4
https://www.hist.org.il/,100000,5997.15,6141083.0,30.174,1.099,99,12225.0,267,28
https://pcfsparkletots.qoqolo.com/,50000,780.08,798797.0,6.108,2.243,27,5482.0,55,1
https://mewah.kumaha99-resmi.com/,50000,9866.18,10102972.0,24.657,1.812,180,11128.0,2118,16
https://cuocthi.congly.vn/,100000,8726.34,8935774.0,16.736,1.546,90,9580.0,896,12
https://pmedrive.heavyindustries.gov.in/,50000,6654.78,6814491.0,15.865,1.704,79,14832.0,619,4
https://shopakira.com/,50000,14497.71,14845658.0,60.283,0.583,585,31364.0,2903,94
